headline,title,subtitle,date,meta,text,url
Statement von Katja Mast,Bessere Bedingungen für Beschäftigte kann Corona-Fällen vorbeugen,"  Die Wohnsituationen von Beschäftigten in der Fleischindustrie aber auch von Saisonarbeiterinnen und -arbeitern sind nicht tragbar, insbesondere nicht bei Corona-Ausbrüchen, so Fraktionsvizin Katja Mast.",11.05.2020,,"„Wir brauchen jetzt schnell Klarheit darüber, dass keine Gefahr für die Bevölkerung in den betroffenen Landkreisen ausgeht.

Ich erwarte, dass alle Verantwortlichen darüber hinaus etwas an der Wohnsituation vieler Beschäftigten ändern. Das gilt nicht nur für die Fleischbranche, sondern auch für alle Saisonarbeitskräfte.

Und das Mindeste ist, dass die geltenden Bestimmungen für Sammelunterkünfte eingehalten werden.“",https://www.spdfraktion.de/presse/statements/bessere-bedingungen-beschaeftigte-corona-faellen-vorbeugen
Statement von Matthias Miersch,Fleischindustrie muss Verantwortung bei Corona-Ausbrüchen übernehmen,"  Wenn Beschäftigte nicht nur zusammen arbeiten sondern auch auf engstem Raum zusammen leben, müssen die Verantwortlichen der Industrie zur Rechenschaft gezogen werden, fordert Fraktionsvize Matthias Miersch.",11.05.2020,,"„Alle Beteiligten müssen endlich begreifen, dass das System als solches krank ist. Die menschenunwürdigen Bedingungen zeigen jetzt katastrophale Auswirkungen. Ich erwarte, dass die Verbände der Fleischindustrie endlich auch ihre Verantwortung wahrnehmen. Auch von der Bundeslandwirtschaftsministerin sind jetzt Antworten gefragt. Es darf nicht zur Tagesordnung übergegangen werden.“",https://www.spdfraktion.de/presse/statements/fleischindustrie-muss-verantwortung-corona-ausbruechen-uebernehmen
Statement von Frank Schwabe,Angriffe auf zivile Infrastrukturen sind ein schweres Verbrechen,"  Frank Schwabe, menschenrechtspolitischer Sprecher der SPD-Bundestagsfraktion, fordert, die Kriegsverbrechen in Syrien zu ahnden und die Möglichkeit des Weltrechtsprinzips intensiv zu gebrauchen.",11.05.2020,,"""Syrische und russische Truppen haben laut Amnesty International zwischen Mai 2019 und Februar 2020 in mindestens 18 Fällen gezielt Krankenhäuser und Schulen in Syrien angegriffen. Fünf der angegriffenen Krankenhäuser mussten dem Bericht zufolge anschließend schließen. Angriffe auf zivile Infrastrukturen sind ein schweres Verbrechen. Sie verstoßen gegen das Völkerrecht und müssen als Kriegsverbrechen und Verbrechen gegen die Menschlichkeit geahndet werden.

Der gerade vor dem Oberlandesgericht Koblenz begonnene Prozess gegen zwei syrische Geheimdienstmitarbeiter macht deutlich, dass eine solche Verfolgung möglich ist. Die internationale Gemeinschaft muss von dieser Möglichkeit des Weltrechtsprinzips jetzt intensiv Gebrauch machen.""",https://www.spdfraktion.de/presse/statements/angriffe-zivile-infrastrukturen-schweres-verbrechen
Statement von Heike Baehrens,Pflegekräfte verdienen Respekt und Anerkennung,"  Morgen ist internationaler Tag der Pflegenden. Für SPD-Pflegebeauftragte Heike Baehrens sind bessere Arbeitsbedingungen, tarifliche Bezahlung und mehr Personal in der Pflege an jedem Tag wichtig.",11.05.2020,,"„Die Scheinwerfer sind gerade auf die Pflege gerichtet. Das ist gut so, denn Pflegekräfte verdienen unseren Respekt und unsere Anerkennung dafür, was sie tagtäglich leisten. Darum setzt sich die SPD-Fraktion – wie auch vor der Krise – weiter mit aller Kraft für bessere Arbeitsbedingungen, tarifliche Bezahlung, und mehr Personal in der Pflege ein.“",https://www.spdfraktion.de/presse/statements/pflegekraefte-verdienen-respekt-anerkennung
Statement von Martin Rabanus,Wir brauchen eine Kultur-Milliarde,"  Finanzminister Olaf Scholz plant ein eigenes Konjunkturprogramm für die Kulturszene. Martin Rabanus begrüßt diese Ankündigung - und setzt sich dafür ein, die kulturelle Infrastruktur über die kommenden Monate wirksam und nachhaltig abzusichern.",10.05.2020,,"""Die SPD-Bundestagsfraktion begrüßt die Ankündigung des Vizekanzlers Olaf Scholz, Kunst- und Kulturschaffenden mit einem eigenen Konjunkturprogramm ‚massiv zu helfen‘. Entsprechend sollte jetzt ein Teil der vom Parlament der Regierung zur Verfügung gestellten Mittel, in Höhe von 50 Milliarden Euro, auch für Kunst und Kultur reserviert werden.

In Anbetracht der Größe der Aufgabe brauchen wir eine Kultur-Milliarde, um den Kultureinrichtungen nicht nur kurzfristig mit Zuschüssen das Überleben zu sichern, sondern um die kulturelle Infrastruktur auch über die kommenden Monate, in denen kein Regelbetrieb denkbar ist, abzusichern.

Insbesondere privat getragenen Kultureinrichtungen wie Theater, Musikclubs, Festivals unterschiedlicher Richtungen, Kinos und weitere vergleichbare Einrichtungen brauchen die Absicherung. Diese sind besonders hart betroffen und verfügen derzeit über kein Auffangnetz. Die SPD-Bundestagsfraktion hat hierzu ein Forderungspapier erarbeitet, das in der kommenden Woche zur Beratung und Beschlussfassung ansteht.

Neben den dort geforderten Maßnahmen bleibt es natürlich die Verantwortung von Bund, Ländern und Kommunen die Einrichtungen in ihrer jeweiligen Trägerschaft abzusichern.""",https://www.spdfraktion.de/presse/statements/wir-brauchen-kultur-milliarde
Statement von Katja Mast,Kinderbetreuung ist systemrelevant!,"  Vor dem Tag der Kinderbetreuung fordert SPD-Fraktionsvizin Katja Mast einen ""Solidaritätspakt für Familien"". Das heißt: bessere Bezahlung von Erzieher*innen, Kindergrundsicherung und Familienarbeitszeit.",10.05.2020,,"""Dieser Tag der Kinderbetreuung ist besonders, denn was ist in diesen Zeiten schon normal: Wir nehmen Eltern, Kinder und Familien mit ihren Sorgen wahr. Wir denken an Erzieherinnen und Erzieher, für die das alles auch nicht einfach ist. Wir sind ihnen dankbar.

Aber dabei bleibt es nicht. Sie haben ein Recht darauf zu erfahren, wie es in den Kitas und Schulen weitergeht. Das ist auf dem Weg. Und wir werden gesetzlich regeln, was Familien jetzt hilft.

Negative Corona-Folgen beim Elterngeld haben wir ausgeschlossen, der Notfall-Kinderzuschlag steht und wirkt. Kinderbetreuung ist systemrelevant. 

Ich will, dass wir einen 'Solidaritätspakt für Familien' schmieden - mit besserer Bezahlung von Erzieherinnen und Erziehern, einer Kindergrundsicherung, so dass kein Kind in Armut aufwachsen muss, und einer Familienarbeitszeit, die mehr Zeit für Familie ermöglicht.""",https://www.spdfraktion.de/presse/statements/kinderbetreuung-systemrelevant
Statement von Katja Mast und Matthias Miersch,"Kein Zufall, dass in der Fleischwirtschaft neue Corona-Hotspots entstehen",  Die Mitarbeiter*innen in der Fleischindustrie verdienen einen besseren Schutz. Das fordern die beiden stellvertretenden Fraktionsvorsitzenden Katja Mast und Matthias Miersch - und kritisieren Landwirtschaftsministerin Julia Klöckner.,09.05.2020,,"""Es ist kein Zufall, dass ausgerechnet in der Fleischwirtschaft neue Corona-Hotspots entstehen. Tausende Werk- und Saisonarbeiter schuften unter zweifelhaften Bedingungen und werden in engen Sammelunterkünften von Subunternehmen untergebracht. Für die Ausbreitung des Coronavirus sind das ideale Bedingungen.

Da die Unterkünfte Teil des Geschäftsmodells sind, müssen die Unternehmen die Gesundheit ihrer Beschäftigten nicht nur in den Fabriken sicherstellen, sondern natürlich auch dort, wo die Menschen untergebracht sind.

Während der Corona-Pandemie haben wir die Arbeitsbedingungen in systemrelevanten Jobs in den Blick genommen. Wir würdigen zurecht die Arbeit von Pflegepersonal, Supermarkt-Mitarbeitern, Busfahrerinnen und vielen mehr. Nun sehen wir jedoch, dass wir auch Jobs, die bislang beinahe unsichtbar erledigt wurden, verstärkt in den Blick nehmen müssen.

Die Mitarbeiter in der Fleischindustrie sind zweifelsohne systemrelevant. Sie verdienen nicht nur eine angemessene Bezahlung, sondern zu allererst einen ausreichenden Schutz ihrer Gesundheit. Obwohl wir mittlerweile mehr als 600 Corona-Infizierte in der Branche haben, schweigt die zuständige Ministerin Julia Klöckner. Das ist ein Unding. Mit Hochglanz-Broschüren und hübschen Labels kommen wir nicht weiter.

Wir erwarten, dass die Ministerin das System mit uns grundlegend verändert. Das Geschäftsmodell, bei dem sich Unternehmen mittels Sub-Unternehmen aus der Affäre ziehen und Mitarbeiter unter fragwürdigen Bedingungen zusammenpferchen, gehört abgeschafft.""",https://www.spdfraktion.de/presse/statements/kein-zufall-fleischwirtschaft-neue-corona-hotspots-entstehen
Statement von Achim Post,"Corona-Krise nicht instrumentalisieren, um alte Ideen der Austeritätspolitik zu reanimieren","  Die milliardenschweren Corona-Krisenhilfen aus dem Eurorettungsschirm ESM sind startklar, darauf hat sich die Eurogruppe verständigt. Für SPD-Fraktionsvize Achim Post ist das ""eine gute Nachricht der Solidarität"".",09.05.2020,,"""Dass die Finanzhilfen des ESM jetzt in der Corona-Krise ohne die harten Auflagen der Vergangenheit gewährt werden, ist eine gute Nachricht der Solidarität.

Die Corona-Krise ist schließlich nicht auf unsolide Haushaltspolitik zurückzuführen und darf deshalb auch nicht dafür instrumentalisiert werden, um alte Ideen der Austeritätspolitik zu reanimieren.

Die Finanzminister haben vorgelegt, jetzt müssen die Regierungschefs auch ihren Job machen und ein wirklich starkes europäisches Wiederaufbauprogramm vereinbaren.

Und dabei ist klar: Ein nachhaltiger Wiederaufbau gelingt nicht mit bloßer Kreditfinanzierung, sondern erfordert echte Investitionszuschüsse. Hierzu sollten jetzt keine juristischen Proseminare abgehalten werden, sondern schnelle und pragmatische Entscheidungen im Sinne der europäischen Solidarität getroffen werden.""",https://www.spdfraktion.de/presse/statements/corona-krise-nicht-instrumentalisieren-um-alte-ideen-austeritaetspolitik
Anwältin der Soldatinnen und Soldaten,Eva Högl zur neuen Wehrbeauftragten gewählt,  Die SPD-Abgeordnete Eva Högl ist am Donnerstag zur neuen Wehrbeauftragten des Deutschen Bundestages gewählt worden.,07.05.2020,,"Die bisherige stellvertretende Vorsitzende der SPD-Bundestagsfraktion wird als Wehrbeauftragte nach Artikel 45b des Grundgesetzes als Hilfsorgan des Bundestages bei der parlamentarischen Kontrolle der Streitkräfte tätig. Zu ihren Kernaufgaben gehört außerdem, über die Wahrung der Grundrechte der Soldatinnen und Soldaten zu wachen.

Als „Anwältin der Soldatinnen und Soldaten“ legt sie dem Bundestag einmal im Jahr einen umfassenden Bericht vor, in den Erkenntnisse einfließen, die sie unter anderem durch Truppenbesuche, Gespräche und Eingaben aus der Bundeswehr gewinnt. Jeder Soldat und jede Soldatin hat die Möglichkeit, sich direkt und ohne Einhaltung des Dienstweges an die Wehrbeauftragte zu wenden.

Mit der promovierten Juristin bekommen die Soldatinnen und Soldaten eine starke Anwältin für ihre Anliegen an ihre Seite. Eva Högl kennt sich hervorragend mit allen Rechtsfragen aus.

„Vor etwa zwanzig Jahren wurden alle Laufbahnen der Bundeswehr für Frauen geöffnet, nun folgt mit Eva Högl wieder eine weibliche Wehrbeauftragte im Amt“, sagt die stellvertretende SPD-Fraktionsvorsitzende Gabriela Heinrich. „Das ist eine Bereicherung. Eva Högl bringt frischen Wind und setzt neue Akzente im Amt der Wehrbeauftragten. Ich freue mich auf die Zusammenarbeit mit ihr.“

Eva Högl war seit 2009 SPD-Bundestagsabgeordnete für den Wahlkreis Berlin-Mitte. Im Amt der Wehrbeauftragten folgt sie auf Hans-Peter Bartels, dessen fünfjährige Amtszeit endet.",https://www.spdfraktion.de/themen/eva-hoegl-neuen-wehrbeauftragten-gewaehlt
Statement von Gabriela Heinrich,Neue Wehrbeauftragte Eva Högl bringt frischen Wind ins Amt,"  Unsere ehemalige Fraktionsvizin ist die neue Wehrbeauftragte, Eva Högl. Sie ist als zweite Frau in dieses Amt gewählt worden. Fraktionsvizin Gabriela Heinrich freut sich auf neue Akzente.",07.05.2020,,"„Ich gratuliere Eva Högl ganz herzlich zur ihrer Wahl als Wehrbeauftragte des Bundestags. Mit der promovierten Juristin bekommen die Soldatinnen und Soldaten eine starke Anwältin für ihre Anliegen an ihre Seite, die sie – so wie ich Eva Högl kenne – zielstrebig und gleichzeitig mit viel Empathie voranbringen wird. Eva Högl kennt sich hervorragend mit allen Rechtsfragen aus.

Vor etwa zwanzig Jahren wurden alle Laufbahnen der Bundeswehr für Frauen geöffnet, nun folgt mit Eva Högl wieder eine weibliche Wehrbeauftragte im Amt. Das ist eine Bereicherung. Eva Högl bringt frischen Wind und setzt neue Akzente im Amt der Wehrbeauftragten. Ich freue mich auf die Zusammenarbeit mit ihr.“",https://www.spdfraktion.de/presse/statements/neue-wehrbeauftragte-eva-hoegl-bringt-frischen-wind-ins-amt
Bundestag berät weitere soziale Hilfen in Corona-Krise,Kurzarbeitergeld wird erhöht,"  Höheres Kurzarbeitergeld, längeres Arbeitslosengeld, Unterstützung für Familien mit kleinem Budget: Das von der Koalition in den Bundestag eingebrachte „Sozialschutz-Paket II“ sieht wichtige Hilfen vor, um soziale Auswirkungen der Corona-Pandemie zu begrenzen.",07.05.2020,,"Das Kurzarbeitergeld ist ein sehr wirkungsvolles Instrument, um Arbeitsplätze zu sichern und Brücken über die Zeit der Krise zu bauen. Für die Beschäftigten bedeutet das, dass sie ihren Job behalten. Es bedeutet aber bislang auch, dass sie auf bis zu 40 Prozent ihres Lohns verzichten. Über mehrere Monate hinweg mit erheblichen Lohneinbußen zurechtzukommen, ist für viele Arbeitnehmerinnen und Arbeitnehmer aber nur schwer möglich.

Darum haben die Sozialdemokratinnen und Sozialdemokraten in der Koalition durchgesetzt, dass das Kurzarbeitergeld erhöht wird, wenn Beschäftigte aufgrund der Corona-Krise weniger als 50 Prozent arbeiten. Dann wird das Kurzarbeitergeld ab dem vierten Monat von 60 auf 70 Prozent (bzw. von 67 auf 77 Prozent für Haushalte mit Kindern) und ab dem siebten Monat auf 80 Prozent (bzw. 87 Prozent) erhöht.

Außerdem werden die Möglichkeiten erweitert, sich etwas hinzuzuverdienen: Bislang wurden nur Hinzuverdienste aus systemrelevanten Tätigkeiten nicht auf das Kurzarbeitergeld angerechnet. Künftig sollen Hinzuverdienste aus allen Tätigkeiten anrechnungsfrei bleiben, wenn sie zusammen mit dem Kurzarbeitergeld die Höhe des bisherigen Monatseinkommens nicht überschreiten. Die Neuregelungen zur Kurzarbeit sollen bis zum 31. Dezember 2020 gelten.

Der Gesetzentwurf sieht außerdem vor, soziale Härten für Arbeitslose abzufedern. Wer seine Arbeit verloren hat, hat es derzeit besonders schwer: Vermittlung und Weiterbildung sind eingeschränkt, die Chancen gerade jetzt eine Stelle zu finden gering. Deshalb soll das Arbeitslosengeld I für diejenigen um drei Monate verlängert werden, deren Anspruch zwischen dem 1. Mai und dem 31. Dezember 2020 enden würde.

Familien, die zusätzlich zu wirtschaftlichen Schwierigkeiten von Kita- und Schulschließungen betroffen sind, leiden besonders unter den Folgen der Pandemie. Gerade Eltern mit kleinem Budget sollen deshalb besonders unterstützt werden. Für Kinder aus bedürftigen Familien wird das kostenlose warme Mittagessen gesichert, das sie normalerweise in der Schule oder der Kita erhalten. Damit sie in der aktuellen Situation auch zu Hause nicht darauf verzichten müssen, sollen die Kommunen die Mittel aus dem Bildungs- und Teilhabepaket so flexibel einsetzen können, dass das kostenlose Essen den Kindern nach Hause oder zur Abholung an die Schule geliefert wird.

Soziale Dienste und Einrichtungen engagieren sich besonders, um in der Corona-Krise Hilfe zu leisten. Indem künftig auch Frühförderstellen in das Sozialdienstleister-Einsatzgesetz aufgenommen werden, wird deren wichtige Arbeit zur Förderung von Kindern mit Behinderungen oder Entwicklungsauffälligkeiten gesichert.

Die Funktionsfähigkeit von Arbeits- und Sozialgerichtsbarkeit muss gewährleistet bleiben: Seine Rechte einklagen zu können, ist auch während der Corona-Krise wichtig und kann nicht auf Eis gelegt werden. Deshalb sollen mündliche Verhandlungen auch per Video-Schalte geführt werden können. Zudem werden Gerichten weitere Spielräume eingeräumt, damit sie arbeitsfähig bleiben, ohne die Gesundheit der Beteiligten aufs Spiel zu setzen. Mit befristeten Anpassungen im Arbeitsgerichtsgesetz und im Sozialgerichtsgesetz sollen dafür die nötigen Voraussetzungen geschaffen werden.

Schließlich wird mit dem Sozialschutzpaket II sichergestellt, dass Waisenrenten auch dann (weiter-)gezahlt werden, wenn Ausbildungen und Freiwilligendienste durch die Corona-Pandemie später als üblich beginnen.",https://www.spdfraktion.de/themen/kurzarbeitergeld-erhoeht-0
