title,date,author,type,fulltext,url
Europarat fordert Paradigmenwechsel in der Krisenpolitik,23. Juni 2021,Andrej Hunko,Pressemitteilung,"Mit einer großen Mehrheit von über 92 Prozent hat die Parlamentarische Versammlung des Europarates einem Resolutionsentwurf des Aachener Bundestagsabgeordneten Andrej Hunko zugestimmt, der ein Umdenken im Umgang mit der durch die Covid19-Pandemie entstandenen Krise fordert. Statt die Fehler der Vergangenheit zu wiederholen und auf Austeritätspolitik zu setzen, ruft der Europarat die 47 Mitgliedsstaaten zu umfassenden öffentlichen Investitionen auf. Ziel müsse es sein, „strategisch wichtige Wirtschaftssektoren für zukünftigen Wohlstand, Wohlergehen und soziale Gleichheit zurückzugewinnen“ und die Krise im Sinne der UN-Ziele für nachhaltige Entwicklung zu überwinden.Die Entschließung mit dem Titel „Überwindung der durch die Covid-19-Pandemie ausgelösten sozioökonomischen Krise“ fordert darüber hinaus, die Staatliche Infrastruktur zu verbessern und allen zugänglich zu machen sowie durch Bildung und Ausbildung die Chance vor allem der benachteiligten Teile der Gesellschaft zu verbessern. Die finanziellen Lasten der Krisenpolitik sollen auf die stärksten Schultern verteilt werden und hierzu Vermögensabgaben und -steuern in Erwägung gezogen werden. Unternehmen, die im Zuge der Krise staatliche Hilfen erhielten, sollen im Gegenzug Bedingungen wie Arbeitsplatzgarantien und das Verbot von Dividendenausschüttungen erfüllen. In Bezug auf die Bekämpfung der Pandemie fordert der Europarat erneut die Freigabe der Impfstoff-Patente und Technologie-Transfers, um die Produktion global stark auszuweiten. Zum Bericht erklärt Andrej Hunko: „Das Ende der Pandemie zeichnet sich ab, doch die Krise wird uns noch lange beschäftigen. Wir stehen an einem Scheidepunkt und brauchen einen Paradigmenwechsel in der Krisenpolitik. Hierfür muss das Austeritäts-Dogma ein für alle Mal überwunden werden. Entscheidend ist einerseits, dass umfassende öffentliche Investitionen vorgenommen werden. Sie müssen gezielt genutzt werden, um nachhaltige Entwicklung mit sozialen und ökologischen Zielen zu ermöglichen. Andererseits stellt sich wieder einmal die Frage danach, wer für die Kosten der Krise zahlen wird. Dies müssen an erster Stelle die Superreichen sein, die ihre gigantischen Vermögen im Zuge der Pandemie noch deutlich vergrößert haben. Sie müssen zur Kasse gebeten werden.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/europarat-fordert-paradigmenwechsel-in-der-krisenpolitik/
470-Milliarden-Euro-Rechnung,23. Juni 2021,Gesine Lötzsch,Pressemitteilung,"„Das ist ein Wahlkampfhaushalt mit vielen offenen Rechnungen. Die Bundesregierung lässt die Menschen im Unklaren, wer die Rechnungen nach der Bundestagswahl 2021 zahlen soll“, kommentiert Gesine Lötzsch, haushaltspolitische Sprecherin und stellvertretende Vorsitzende der Fraktion DIE LINKE, den Regierungsentwurf des Bundeshaushalts 2022 und des Finanzplans bis 2025. Lötzsch weiter:„Wir wollen vor der Wahl wissen, wer die Pandemie-Rechnungen bezahlen soll. Diese Frage beantwortet der Regierungsentwurf nicht. Die Politik der Bundesregierung hat unser Land weiter gespalten. Die Hilfen wurden ungerecht verteilt. Milliardäre wurden gerettet, und Menschen im Niedriglohnsektor fallen durch das soziale Netz. Dieser unsoziale Kurs muss korrigiert werden: Wir brauchen eine Vermögensabgabe für Milliardäre.Aus dem Investitionsstau ist eine Investitionskrise geworden. Das Geld fließt kaum mehr ab, weil die Bundesregierung - jahrelang im Kürzungsfieber - die Voraussetzungen für Investitionen zerstört hat. Wir brauchen jetzt ein ziviles Investitionsprogramm. Arme Kommunen müssen von den Altschulden befreit werden, damit sie wieder investieren können.Im Schatten der Pandemie wird von der Bundesregierung massiv aufgerüstet. Heute sollen 27 Rüstungsprojekte beschlossen werden. Die Kosten betragen über 19 Milliarden Euro! Soviel geben wir ungefähr in einem Jahr für Bildung und Wissenschaft aus. Olaf Scholz hat allen Vorlagen zugestimmt. Damit leistet die Bundesregierung einen Beitrag für noch mehr Unsicherheit in der Welt.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/470-milliarden-euro-rechnung/
Keine Milliarden für die Bundeswehr in letzter Minute,22. Juni 2021,Tobias Pflüger,Pressemitteilung,"„Die Bundesregierung will kurz vor Ende der Legislaturperiode in aller Eile dutzende Rüstungsprojekte in Höhe von rund 17,5 Milliarden Euro durch den Bundestag bringen. Damit steigen die ohnehin schon historisch hohen Militärausgaben nochmals, denn einige Rüstungsprojekte wie das Future Combat Air System (FCAS) sollen nicht über den Haushalt des Verteidigungsministeriums finanziert werden, sondern über andere Haushaltsmittel. Gerade in Zeiten von Corona ist das verheerend: Diese Milliarden fehlen jetzt bei der Bekämpfung der Pandemie und ihrer sozialen Folgen“, erklärt Tobias Pflüger, verteidigungspolitischer Sprecher der Fraktion DIE LINKE im Bundestag, zur letzten Sitzung des Verteidigungsausschusses vor der Sommerpause. Pflüger weiter:„Ein besonderer Skandal ist das Future Combat Air System (FCAS). Trotz Kritik des Bundesrechnungshofes und des Beschaffungsamtes der Bundeswehr hält die Bundesregierung an diesem Rüstungsprojekt fest. Das FCAS ist ein Milliardengrab mit bisher nur geschätzten Gesamtkosten von 100 Milliarden Euro. Verteidigungs- und Haushaltsausschuss sollen jetzt zustimmen, obwohl der endverhandelte Vertrag für die gegenwärtige Projektphase noch gar nicht vorliegt. Der Bundestag soll hier also einen Blankoscheck ausstellen. Angesichts der Schwierigkeiten bei diesem deutsch-französisch-spanischem Rüstungsprojekt ist das völlig unverantwortlich. Wir appellieren insbesondere an die SPD, dieses Milliardengrab zu stoppen. DIE LINKE hat einen eigenen Antrag eingereicht, FCAS wieder abzusetzen.Wir protestieren entschieden gegen dieses Vorgehen. Die Vorlagen kommen so spät, dass eine ernsthafte Vorbereitung nicht mehr möglich ist. Die Sitzungsdauer des Verteidigungsausschuss reicht ebenfalls nicht aus, um seriös über so viele Rüstungsprojekte zu beraten. Der Bundesregierung ist das offensichtlich egal, es geht ihr nur darum, in letzter Minute zahlreiche Rüstungsprojekte durchzudrücken.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/keine-milliarden-fuer-die-bundeswehr-in-letzter-minute/
"Tag der Industrie: Fördern, aber auch fordern",22. Juni 2021,Alexander Ulrich,Pressemitteilung,"„Der Industrieverband fordert zu Recht klare Rahmenbedingungen und die Unterstützung der Politik für die Mammutaufgabe der klimafreundlichen Transformation. Doch wer fördert, muss auch fordern. Jegliche Subventionen, die die Industrie erhält, müssen an klare Kriterien für den sozial-ökologischen Umbau geknüpft werden“, kommentiert Alexander Ulrich, industriepolitischer Sprecher der Fraktion DIE LINKE, die Forderungen der Branche anlässlich des vom BDI ausgerichteten Tags der Industrie. Ulrich weiter:„Vor allem müssen die Unternehmen Tarifbindung, Mitbestimmung und feste Zusagen für die Beschäftigten einhalten, wenn sie Geld vom Bund wollen. Aber natürlich muss die Bundesregierung auch endlich einmal Klartext reden, unter welchen gesetzlichen Bedingungen die Transformation stattfinden soll, denn die Unternehmen brauchen auch Planungssicherheit. Das Klimaschutzgesetz der Bundesregierung wurde vom Bundesverfassungsgericht einkassiert, weil es vollkommen unzureichend war. Kommen die Grünen nach der Wahl an die Regierung, drohen die Anpassungslasten für den Klimaschutz den Beschäftigten und Einkommensschwachen aufgebürdet zu werden. Sozial gerechten Klimaschutz gibt es nur mit der LINKEN.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/tag-der-industrie-foerdern-aber-auch-fordern/
LINKE im Bundestag unterstützt #IchBinHanna,22. Juni 2021,Nicole Gohlke,Pressemitteilung,"""Wie das Bundesministerium für Bildung und Forschung über die wissenschaftlichen Beschäftigten spricht, ist völlig respektlos. Wer meint, dass Lehrende und Forschende die Hochschulen verstopfen und Innovation behindern würden, hat jedes Vertrauen verspielt. Frau Karliczek ist keine Lobby, sondern eine Bürde für die Wissenschaft. Sie trägt die politische Verantwortung dafür, dass immer noch über 90 Prozent des Personals in Lehre und Forschung befristet sind. Das ist ein sozial- und arbeitspolitisches Desaster. Den Ländern ohne durchsetzbare Entfristungsverpflichtungen Milliarden zu zahlen und dann die Verantwortung an die jeweiligen Ministerien und Hochschulen abzugeben, ist ein Taschenspielertrick"", erklärt Nicole Gohlke, hochschul- und wissenschaftspolitische Sprecherin der Fraktion DIE LINKE, und versichert den Beschäftigten an den Hochschulen und Forschungsinstituten ihre volle Unterstützung. Gohlke weiter:""Eine zukunftsfähige Wissenschaft gibt es nicht mit noch mehr Konkurrenz und Exzellenzwettbewerben, sondern mit sicheren Jobs und einer soliden Finanzierung. Hinter Innovationen und Grundlagenforschung stehen gestandene Wissenschaftlerinnen und Wissenschaftler, die Respekt und sichere Jobs verdient haben. Der Bund muss seiner Verantwortung gerecht werden und langfristig seine Mittel für mehr Personal und entfristete Stellen aufstocken.Unser Antrag für eine Reform des Wissenschaftszeitvertragsgesetzes liegt zur Abstimmung auf dem Tisch. Die anderen demokratischen Bundestagsfraktionen können nun unter Beweis stellen, ob sie es ernst meinen mit ihren Reformversprechen. Fest steht: DIE LINKE steht an der Seite der Beschäftigten für bessere Arbeitsbedingungen und berufliche Perspektiven.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/linke-im-bundestag-unterstuetzt-ichbinhanna/
Waffenlieferungen an Libyen-Brandstifter stoppen,22. Juni 2021,Sevim Dagdelen,Pressemitteilung,"„Wenn die Bundesregierung als Vermittlerin im Libyen-Konflikt wirklich glaubwürdig sein will, muss sie endlich die deutschen Waffenlieferungen an kriegsbeteiligte Staaten stoppen. Der Bruch des UN-Waffenembargos durch Libyen-Brandstifter wie das NATO-Mitglied Türkei und die Vereinigten Arabischen Emirate darf nicht länger auch noch durch Rüstungsexporte aus Deutschland unterstützt werden“, erklärt Sevim Dagdelen, Obfrau der Fraktion DIE LINKE im Auswärtigen Ausschuss, mit Blick auf die zweite Libyen-Konferenz in dieser Woche in Berlin. Dagdelen weiter:„Zwingend notwendig für eine Friedenslösung ist der Abzug der ausländischen Truppen aus Libyen, allen voran der islamistischen Söldner aus Syrien, die im Auftrag des türkischen Präsidenten Erdogan verlegt wurden. Die Profite aus dem libyschen Öl sollten allein dem libyschen Volk zugutekommen und nicht länger an ausländische Konzerne fließen, die damit dem Land die notwendigen Mittel für den Wiederaufbau entziehen und den Stellvertreterkrieg infolge der NATO-Intervention immer wieder befeuern.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/waffenlieferungen-an-libyen-brandstifter-stoppen/
Gysi zu Gesprächen am Sitz der Vereinten Nationen,22. Juni 2021,Gregor Gysi,Pressemitteilung,"Am gestrigen Abend (MESZ) traf Gregor Gysi am Sitz der Vereinten Nationen mit dem ständigen Vertreter der Bundesrepublik Deutschland bei den Vereinten Nationen, Botschafter Christoph Heusgen, dem Untergeneralsekretär bei der UNO, Achim Steiner, und dem russischen UN-Botschafter Wassili Nebensia zu Gesprächen zusammen.Im Gespräch mit Botschafter Heusgen ging es um die gegenwärtige Rolle der UNO und ihres Sicherheitsrates sowie die Deutschlands bei internationalen Konflikten. Es ging auch um die Rolle der fünf ständigen Mitglieder des Sicherheitsrates und der unterschiedlichen Beziehungen Deutschlands zu diesen Mitgliedern. Gregor Gysi erläuterte seine Vorstellungen von einem konstruktiveren Verhältnis zu Russland und China.Im Gespräch mit Untergeneralsekretär Steiner bestand Übereinstimmung, dass die soziale Frage nicht mehr nur eine nationale, sondern eine Menschheitsfrage geworden ist. Klimawandel, Energienutzung, Wasserversorgung - all das sind ebenfalls Fragen, die nur international gelöst werden können. Um das Verständnis bei den Bevölkerungen hinsichtlich dieser Menschheitsfragen muss deutlich intensiver geworben werden. Herr Steiner äußerte sich auch zur notwendigen Rolle Chinas bei der Entwicklungszusammenarbeit.In dem Gespräch mit Botschafter Nebensia bedauerte Gregor Gysi, dass es durch den Bundestag keine Gedenkveranstaltung zum 80. Jahrestages des Überfalls Deutschlands auf die Sowjetunion gab. Er betonte aber, dass seine Fraktion eine solche Veranstaltung durchgeführt habe. Ferner ging es um die Rolle Russlands weltweit und in der UNO. Es wurden auch Konflikte in Bezug auf Syrien, die Ukraine und in Russland angesprochen. Gregor Gysi erläuterte seine Vorstellungen von einem konstruktiveren Verhältnis Deutschlands zu Russland.",https://www.linksfraktion.de/presse/pressemitteilungen/detail/gysi-zu-gespraechen-am-sitz-der-vereinten-nationen/
Der 22. Juni 1941 darf nicht in Vergessenheit geraten,21. Juni 2021,Amira Mohamed Ali,Pressemitteilung,"Zum 80. Jahrestag des deutschen Überfalls auf die Sowjetunion erklären die Vorsitzenden der Fraktion DIE LINKE im Bundestag, Amira Mohamed Ali und Dietmar Bartsch:„Vor 80 Jahren begann der Überfall des nationalsozialistischen Deutschlands auf die Sowjetunion. Die Sowjetunion verlor in diesem Vernichtungskrieg 27 Millionen Menschen. Sie trug die Hauptlast bei der Befreiung Europas. Dieses historische Verdienst der Völker der damaligen Sowjetunion wird heute nicht gebührend gewürdigt. Auch dass der Deutsche Bundestag eine Gedenkveranstaltung anlässlich dieses Jahrestages nicht für nötig erachtete, ist beschämend.Konflikte in Europa müssen kooperativ bewältigt werden – wir brauchen Entspannung. Wir brauchen mehr Austausch und Verständigung mit und zwischen allen Republiken der ehemaligen Sowjetunion. Eine deutsche Außenpolitik, die sich so orientiert, sollte eine Selbstverständlichkeit sein.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/der-22-juni-1941-darf-nicht-in-vergessenheit-geraten/
Nein zum europäischen Luftkampfsystem FCAS,21. Juni 2021,Sevim Dagdelen,Pressemitteilung,"„DIE LINKE lehnt die Entwicklung eines europäischen Luftkampfsystems FCAS als Friedenskiller und finanzielles Milliardengrab ab“, erklärt Sevim Dagdelen, abrüstungspolitische Sprecherin der Fraktion DIE LINKE. Dagdelen weiter:„Wir brauchen kein Waffensystem mit einem Kampfflugzeug, das auch ferngelenkt oder autonom gesteuert und atomar bewaffnet werden kann und soll. Statt das Wettrüsten voranzutreiben, sollte die Bundesregierung endlich für Verständigung und friedliche Kooperation unter Einbeziehung Russlands und Chinas eintreten.Das FCAS ist der Berliner Flughafen der Rüstungsindustrie. Dass die Bundesregierung zum Projektstart noch nicht einmal seriös die Gesamtkosten beziffern will, ist ein Skandal. DIE LINKE fordert ein Ende des Aufrüstungswahnsinns, der nicht mehr Sicherheit bring. Die großen Herausforderungen unserer Zeit sind der Kampf gegen die Corona-Pandemie, gegen Hunger und Armut in der Welt. Die geschätzten bis zu mehreren Hundert Milliarden Euro sind besser im Gesundheits- und Bildungswesen bei Pflege- und Lehrkräften aufgehoben.Es ist selten dreist, wie die Bundesregierung kurz vor der parlamentarischen Sommerpause und den Bundestagswahlen für dieses absolut fragwürde Aufrüstungsprojekt eine Finanzspritze in Höhe von 4,5 Milliarden Euro durch den Haushalts- und Verteidigungsausschuss zu peitschen versucht.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/nein-zum-europaeischen-luftkampfsystem-fcas/
Bundesregierung darf Wahlausgang in Äthiopien nicht anerkennen,21. Juni 2021,Eva-Maria Schreiber,Pressemitteilung,"„Die heutigen Wahlen in Äthiopien drohen den autoritären Regierungskurs von Premierminister Abiy Ahmed zu zementieren und die politische Krise im Land zu verstärken. Abiy Ahmed versucht, seinen Führungsanspruch durch die Abhaltung fragwürdiger, undemokratischer Wahlen zu legitimieren. Die Bundesregierung darf sich an diesem gefährlichen Spiel nicht beteiligen und den Wahlausgang nicht anerkennen. Zugleich muss sie den Druck auf die äthiopische Regierung erhöhen, wieder einen friedlichen und demokratischen Kurs einzuschlagen“, sagt Eva-Maria Schreiber, Obfrau der Fraktion DIE LINKE im Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung. Schreiber weiter:„Die politische Bilanz des Friedensnobelpreisträgers und Premierministers Abiy Ahmed ist ernüchternd. Oppositionelle sind in Haft, in der nördlichen Provinz Tigray tobt ein Bürgerkrieg, ethnische Spannungen in anderen Landesteilen fordern immer mehr Tote. Nicht nur können freie und faire Wahlen unter diesen Umständen nicht stattfinden - Abiy Ahmed setzt die Zukunft Äthiopiens als Ganzes aufs Spiel. Deswegen muss die Bundesregierung dem Land den Status eines Reformpartnerlandes entziehen. Erst wenn die äthiopische Regierung wieder eine Politik des Friedens und der Aussöhnung einschlägt, kann darüber nachgedacht werden, die enge Kooperation mit Äthiopien wieder aufzunehmen.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/bundesregierung-darf-wahlausgang-in-aethiopien-nicht-anerkennen/
